IndexNum,Week,VisitorName,HomeTeam,GameDate,GameTime,DisplayValue,InPool,PointSpread,GameId,VS,Station,Mobile
322,5,LSU,Auburn,10/01/22,,,No,,,,,,
323,5,Kentucky,Ole Miss,10/01/22,,,No,,,,,,
324,5,Texas A&M,Mississippi State,10/01/22,,,No,,,,,,
325,5,Georgia,Missouri,10/01/22,,,No,,,,,,
326,5,South Carolina State,South Carolina,10/01/22,,,No,,,,,,
327,5,Colorado,Arizona,10/01/22,,,No,,,,,,
328,5,Arizona State,USC,10/01/22,,,No,,,,,,
329,5,California,Washington State,10/01/22,,,No,,,,,,
330,5,Stanford,Oregon,10/01/22,,,No,,,,,,
331,5,Oregon State,Utah,10/01/22,,,No,,,,,,
332,5,Oklahoma State,Baylor,10/01/22,,,No,,,,,,
333,5,Iowa State,Kansas,10/01/22,,,No,,,,,,
334,5,Texas Tech,Kansas State,10/01/22,,,No,,,,,,
335,5,Oklahoma,TCU,10/01/22,,,No,,,,,,
336,5,West Virginia,Texas,10/01/22,,,No,,,,,,
337,5,Liberty,Old Dominion,10/01/22,,,No,,,,,,
338,5,Illinois,Wisconsin,10/01/22,,,No,,,,,,
339,5,Michigan,Iowa,10/01/22,,,No,,,,,,
340,5,Indiana,Nebraska,10/01/22,,,No,,,,,,
341,5,Michigan State,Maryland,10/01/22,,,No,,,,,,
342,5,Northwestern,Penn State,10/01/22,,,No,,,,,,
343,5,Louisville,Boston College,10/01/22,,,No,,,,,,
344,5,NC State,Clemson,10/01/22,,,No,,,,,,
345,5,Virginia,Duke,10/01/22,,,No,,,,,,
346,5,Wake Forest,Florida State,10/01/22,,,No,,,,,,
347,5,Virginia Tech,North Carolina,10/01/22,,,No,,,,,,
348,5,Georgia Tech,Pittsburgh,10/01/22,,,No,,,,,,
349,5,Wagner,Syracuse,10/01/22,,,No,,,,,,
350,5,East Carolina,South Florida,10/01/22,,,No,,,,,,
351,5,Cincinnati,Tulsa,10/01/22,,,No,,,,,,
352,5,Temple,Memphis,10/01/22,,,No,,,,,,
353,5,SMU,UCF,10/01/22,,,No,,,,,,
354,5,Northern Illinois,Ball State,10/01/22,,,No,,,,,,
355,5,New Hampshire,Western Michigan,10/01/22,,,No,,,,,,
356,5,The Citadel,Appalachian State,10/01/22,,,No,,,,,,
357,5,Georgia Southern,Coastal Carolina,10/01/22,,,No,,,,,,
358,5,Texas State,James Madison,10/01/22,,,No,,,,,,
359,5,Gardner-Webb,Marshall,10/01/22,,,No,,,,,,
360,5,UL Monroe,Arkansas State,10/01/22,,,No,,,,,,
361,5,South Alabama,Louisiana,10/01/22,,,No,,,,,,
362,5,Florida International,New Mexico State,10/01/22,,,No,,,,,,
363,5,Eastern Washington,Florida,10/01/22,12:00:00 PM,,No,,,,,,
364,5,Georgia State,Army,10/01/22,12:00:00 PM,,No,,,,,,
365,5,Purdue,Minnesota,10/01/22,12:00:00 PM,,No,,,,,,
366,5,Navy,Air Force,10/01/22,12:00:00 PM,,No,,,,,,
367,5,UMass,Eastern Michigan,10/01/22,02:00:00 PM,,No,,,,,,
368,5,Fresno State,UConn,10/01/22,03:30:00 PM,,No,,,,,,
369,5,Rutgers,Ohio State,10/01/22,03:30:00 PM,,No,,,,,,
370,5,Central Michigan,Toledo,10/01/22,03:30:00 PM,,No,,,,,,
371,5,Bowling Green,Akron,10/01/22,03:30:00 PM,,No,,,,,,
372,5,Miami (OH),Buffalo,10/01/22,03:30:00 PM,,No,,,,,,
373,5,Ohio,Kent State,10/01/22,03:30:00 PM,,No,,,,,,
374,5,Florida Atlantic,North Texas,10/01/22,04:00:00 PM,,No,,,,,,
375,5,UTEP,Charlotte,10/01/22,06:00:00 PM,,No,,,,,,
376,5,Troy,Western Kentucky,10/01/22,07:00:00 PM,,No,,,,,,
377,5,San José State,Wyoming,10/01/22,07:30:00 PM,,No,,,,,,
378,5,UAB,Rice,10/01/22,07:30:00 PM,,No,,,,,,
379,6,Nebraska,Rutgers,10/07/22,07:00:00 PM,,No,,,,,,
380,6,Houston,Memphis,10/07/22,07:30:00 PM,,No,,,,,,
381,6,Colorado State,Nevada,10/07/22,10:30:00 PM,,No,,,,,,
382,6,UNLV,San José State,10/07/22,10:30:00 PM,,No,,,,,,
383,6,Texas A&M,Alabama,10/08/22,,,No,,,,,,
384,6,Missouri,Florida,10/08/22,,,No,,,,,,
385,6,Auburn,Georgia,10/08/22,,,No,,,,,,
386,6,South Carolina,Kentucky,10/08/22,,,No,,,,,,
387,6,Tennessee,LSU,10/08/22,,,No,,,,,,
388,6,Arkansas,Mississippi State,10/08/22,,,No,,,,,,
389,6,Ole Miss,Vanderbilt,10/08/22,,,No,,,,,,
390,6,Oregon,Arizona,10/08/22,,,No,,,,,,
391,6,Washington,Arizona State,10/08/22,,,No,,,,,,
392,6,Oregon State,Stanford,10/08/22,,,No,,,,,,
393,6,Utah,UCLA,10/08/22,,,No,,,,,,
394,6,Washington State,USC,10/08/22,,,No,,,,,,
395,6,Kansas State,Iowa State,10/08/22,,,No,,,,,,
396,6,TCU,Kansas,10/08/22,,,No,,,,,,
397,6,Texas,Oklahoma,10/08/22,,,No,,,,,,
398,6,Texas Tech,Oklahoma State,10/08/22,,,No,,,,,,
399,6,Army,Wake Forest,10/08/22,,,No,,,,,,
400,6,Liberty,UMass,10/08/22,,,No,,,,,,
401,6,Iowa,Illinois,10/08/22,,,No,,,,,,
402,6,Wisconsin,Northwestern,10/08/22,,,No,,,,,,
403,6,Purdue,Maryland,10/08/22,,,No,,,,,,
404,6,Ohio State,Michigan State,10/08/22,,,No,,,,,,
405,6,Clemson,Boston College,10/08/22,,,No,,,,,,
406,6,Duke,Georgia Tech,10/08/22,,,No,,,,,,
407,6,North Carolina,Miami,10/08/22,,,No,,,,,,
408,6,Florida State,NC State,10/08/22,,,No,,,,,,
409,6,Virginia Tech,Pittsburgh,10/08/22,,,No,,,,,,
410,6,Louisville,Virginia,10/08/22,,,No,,,,,,
411,6,Air Force,Utah State,10/08/22,,,No,,,,,,
412,6,Fresno State,Boise State,10/08/22,,,No,,,,,,
413,6,East Carolina,Tulane,10/08/22,,,No,,,,,,
414,6,South Florida,Cincinnati,10/08/22,,,No,,,,,,
415,6,Eastern Michigan,Western Michigan,10/08/22,,,No,,,,,,
416,6,Buffalo,Bowling Green,10/08/22,,,No,,,,,,
417,6,Georgia Southern,Georgia State,10/08/22,,,No,,,,,,
418,6,James Madison,Arkansas State,10/08/22,,,No,,,,,,
419,6,Michigan,Indiana,10/08/22,12:00:00 PM,,No,,,,,,
420,6,Akron,Ohio,10/08/22,02:00:00 PM,,No,,,,,,
421,6,Tulsa,Navy,10/08/22,03:30:00 PM,,No,,,,,,
422,6,Ball State,Central Michigan,10/08/22,03:30:00 PM,,No,,,,,,
423,6,Toledo,Northern Illinois,10/08/22,03:30:00 PM,,No,,,,,,
424,6,Kent State,Miami (OH),10/08/22,03:30:00 PM,,No,,,,,,
425,6,Middle Tennessee,UAB,10/08/22,03:30:00 PM,,No,,,,,,
426,6,Western Kentucky,UTSA,10/08/22,06:00:00 PM,,No,,,,,,
427,6,Wyoming,New Mexico,10/08/22,07:00:00 PM,,No,,,,,,
428,6,Appalachian State,Texas State,10/08/22,07:00:00 PM,,No,,,,,,
429,6,Southern Miss,Troy,10/08/22,07:00:00 PM,,No,,,,,,
430,6,UConn,Florida International,10/08/22,07:00:00 PM,,No,,,,,,
431,6,UTEP,Louisiana Tech,10/08/22,07:00:00 PM,,No,,,,,,
432,6,BYU,Notre Dame,10/08/22,07:30:00 PM,,No,,,,,,
433,6,Coastal Carolina,UL Monroe,10/08/22,08:00:00 PM,,No,,,,,,
434,6,Hawai'i,San Diego State,10/08/22,10:30:00 PM,,No,,,,,,
435,7,Louisiana,Marshall,10/12/22,07:30:00 PM,,No,,,,,,
436,7,Baylor,West Virginia,10/13/22,07:00:00 PM,,No,,,,,,
437,7,Temple,UCF,10/13/22,07:00:00 PM,,No,,,,,,
438,7,Navy,SMU,10/14/22,07:30:00 PM,,No,,,,,,
439,7,UTSA,Florida International,10/14/22,08:00:00 PM,,No,,,,,,
440,7,Arkansas,BYU,10/15/22,,,No,,,,,,
441,7,LSU,Florida,10/15/22,,,No,,,,,,
442,7,Vanderbilt,Georgia,10/15/22,,,No,,,,,,
443,7,Mississippi State,Kentucky,10/15/22,,,No,,,,,,
444,7,Auburn,Ole Miss,10/15/22,,,No,,,,,,
445,7,Alabama,Tennessee,10/15/22,,,No,,,,,,
446,7,Arizona,Washington,10/15/22,,,No,,,,,,
447,7,California,Colorado,10/15/22,,,No,,,,,,
448,7,Washington State,Oregon State,10/15/22,,,No,,,,,,
449,7,USC,Utah,10/15/22,,,No,,,,,,
450,7,Iowa State,Texas,10/15/22,,,No,,,,,,
451,7,Kansas,Oklahoma,10/15/22,,,No,,,,,,
452,7,Oklahoma State,TCU,10/15/22,,,No,,,,,,
453,7,UConn,Ball State,10/15/22,,,No,,,,,,
454,7,Gardner-Webb,Liberty,10/15/22,,,No,,,,,,
455,7,Nebraska,Purdue,10/15/22,,,No,,,,,,
456,7,Maryland,Indiana,10/15/22,,,No,,,,,,
457,7,Penn State,Michigan,10/15/22,,,No,,,,,,
458,7,Wisconsin,Michigan State,10/15/22,,,No,,,,,,
459,7,New Mexico,New Mexico State,10/15/22,,,No,,,,,,
460,7,North Carolina,Duke,10/15/22,,,No,,,,,,
461,7,Clemson,Florida State,10/15/22,,,No,,,,,,
462,7,NC State,Syracuse,10/15/22,,,No,,,,,,
463,7,Miami,Virginia Tech,10/15/22,,,No,,,,,,
464,7,Buffalo,UMass,10/15/22,,,No,,,,,,
465,7,San José State,Fresno State,10/15/22,,,No,,,,,,
466,7,Tulane,South Florida,10/15/22,,,No,,,,,,
467,7,Memphis,East Carolina,10/15/22,,,No,,,,,,
468,7,Central Michigan,Akron,10/15/22,,,No,,,,,,
469,7,Northern Illinois,Eastern Michigan,10/15/22,,,No,,,,,,
470,7,Kent State,Toledo,10/15/22,,,No,,,,,,
471,7,Miami (OH),Bowling Green,10/15/22,,,No,,,,,,
472,7,Old Dominion,Coastal Carolina,10/15/22,,,No,,,,,,
473,7,UL Monroe,South Alabama,10/15/22,,,No,,,,,,
474,7,Arkansas State,Southern Miss,10/15/22,,,No,,,,,,
475,7,Colgate,Army,10/15/22,12:00:00 PM,,No,,,,,,
476,7,Minnesota,Illinois,10/15/22,12:00:00 PM,,No,,,,,,
477,7,Ohio,Western Michigan,10/15/22,03:30:00 PM,,No,,,,,,
478,7,Texas State,Troy,10/15/22,03:30:00 PM,,No,,,,,,
479,7,Charlotte,UAB,10/15/22,03:30:00 PM,,No,,,,,,
480,7,Western Kentucky,Middle Tennessee,10/15/22,03:30:00 PM,,No,,,,,,
481,7,James Madison,Georgia Southern,10/15/22,04:00:00 PM,,No,,,,,,
482,7,Louisiana Tech,North Texas,10/15/22,04:00:00 PM,,No,,,,,,
483,7,Rice,Florida Atlantic,10/15/22,06:00:00 PM,,No,,,,,,
484,7,Utah State,Colorado State,10/15/22,07:00:00 PM,,No,,,,,,
485,7,Stanford,Notre Dame,10/15/22,07:30:00 PM,,No,,,,,,
486,7,Air Force,UNLV,10/15/22,10:30:00 PM,,No,,,,,,
487,7,Nevada,Hawai'i,10/15/22,11:59:00 PM,,No,,,,,,
488,8,Georgia State,Appalachian State,10/19/22,07:30:00 PM,,No,,,,,,
489,8,Virginia,Georgia Tech,10/20/22,07:30:00 PM,,No,,,,,,
490,8,Troy,South Alabama,10/20/22,07:30:00 PM,,No,,,,,,
491,8,Tulsa,Temple,10/21/22,07:30:00 PM,,No,,,,,,
492,8,UAB,Western Kentucky,10/21/22,08:00:00 PM,,No,,,,,,
493,8,Mississippi State,Alabama,10/22/22,,,No,,,,,,
494,8,Ole Miss,LSU,10/22/22,,,No,,,,,,
495,8,Vanderbilt,Missouri,10/22/22,,,No,,,,,,
496,8,Texas A&M,South Carolina,10/22/22,,,No,,,,,,
497,8,UT Martin,Tennessee,10/22/22,,,No,,,,,,
498,8,Arizona State,Stanford,10/22/22,,,No,,,,,,
499,8,Washington,California,10/22/22,,,No,,,,,,
500,8,Colorado,Oregon State,10/22/22,,,No,,,,,,
501,8,UCLA,Oregon,10/22/22,,,No,,,,,,
502,8,Kansas,Baylor,10/22/22,,,No,,,,,,
503,8,Kansas State,TCU,10/22/22,,,No,,,,,,
504,8,Texas,Oklahoma State,10/22/22,,,No,,,,,,
505,8,West Virginia,Texas Tech,10/22/22,,,No,,,,,,
506,8,BYU,Liberty,10/22/22,,,No,,,,,,
507,8,Iowa,Ohio State,10/22/22,,,No,,,,,,
508,8,San José State,New Mexico State,10/22/22,,,No,,,,,,
509,8,Syracuse,Clemson,10/22/22,,,No,,,,,,
510,8,Pittsburgh,Louisville,10/22/22,,,No,,,,,,
511,8,Duke,Miami,10/22/22,,,No,,,,,,
512,8,Boston College,Wake Forest,10/22/22,,,No,,,,,,
513,8,Fresno State,New Mexico,10/22/22,,,No,,,,,,
514,8,Utah State,Wyoming,10/22/22,,,No,,,,,,
515,8,Memphis,Tulane,10/22/22,,,No,,,,,,
516,8,Cincinnati,SMU,10/22/22,,,No,,,,,,
517,8,UCF,East Carolina,10/22/22,,,No,,,,,,
518,8,Northern Illinois,Ohio,10/22/22,,,No,,,,,,
519,8,Toledo,Buffalo,10/22/22,,,No,,,,,,
520,8,Western Michigan,Miami (OH),10/22/22,,,No,,,,,,
521,8,Akron,Kent State,10/22/22,,,No,,,,,,
522,8,Bowling Green,Central Michigan,10/22/22,,,No,,,,,,
523,8,Marshall,James Madison,10/22/22,,,No,,,,,,
524,8,Georgia Southern,Old Dominion,10/22/22,,,No,,,,,,
525,8,Arkansas State,Louisiana,10/22/22,,,No,,,,,,
526,8,UL Monroe,Army,10/22/22,12:00:00 PM,,No,,,,,,
527,8,Indiana,Rutgers,10/22/22,12:00:00 PM,,No,,,,,,
528,8,Houston,Navy,10/22/22,12:00:00 PM,,No,,,,,,
529,8,Eastern Michigan,Ball State,10/22/22,02:00:00 PM,,No,,,,,,
530,8,UNLV,Notre Dame,10/22/22,02:30:00 PM,,No,,,,,,
531,8,Rice,Louisiana Tech,10/22/22,03:00:00 PM,,No,,,,,,
532,8,Purdue,Wisconsin,10/22/22,03:30:00 PM,,No,,,,,,
533,8,Northwestern,Maryland,10/22/22,03:30:00 PM,,No,,,,,,
534,8,Florida International,Charlotte,10/22/22,03:30:00 PM,,No,,,,,,
535,8,North Texas,UTSA,10/22/22,03:30:00 PM,,No,,,,,,
536,8,Hawai'i,Colorado State,10/22/22,04:00:00 PM,,No,,,,,,
537,8,Florida Atlantic,UTEP,10/22/22,04:00:00 PM,,No,,,,,,
538,8,Southern Miss,Texas State,10/22/22,05:00:00 PM,,No,,,,,,
539,8,Boise State,Air Force,10/22/22,07:00:00 PM,,No,,,,,,
540,8,Minnesota,Penn State,10/22/22,07:30:00 PM,,No,,,,,,
541,8,San Diego State,Nevada,10/22/22,10:30:00 PM,,No,,,,,,
542,9,Virginia Tech,NC State,10/27/22,07:30:00 PM,,No,,,,,,
543,9,Louisiana,Southern Miss,10/27/22,07:30:00 PM,,No,,,,,,
544,9,Utah,Washington State,10/27/22,10:00:00 PM,,No,,,,,,
545,9,East Carolina,BYU,10/28/22,08:00:00 PM,,No,,,,,,
546,9,Louisiana Tech,Florida International,10/28/22,08:00:00 PM,,No,,,,,,
547,9,Arkansas,Auburn,10/29/22,,,No,,,,,,
548,9,Missouri,South Carolina,10/29/22,,,No,,,,,,
549,9,Kentucky,Tennessee,10/29/22,,,No,,,,,,
550,9,Ole Miss,Texas A&M,10/29/22,,,No,,,,,,
551,9,USC,Arizona,10/29/22,,,No,,,,,,
552,9,Arizona State,Colorado,10/29/22,,,No,,,,,,
553,9,Oregon,California,10/29/22,,,No,,,,,,
554,9,Stanford,UCLA,10/29/22,,,No,,,,,,
555,9,Oklahoma,Iowa State,10/29/22,,,No,,,,,,
556,9,Baylor,Texas Tech,10/29/22,,,No,,,,,,
557,9,Oklahoma State,Kansas State,10/29/22,,,No,,,,,,
558,9,TCU,West Virginia,10/29/22,,,No,,,,,,
559,9,Notre Dame,Syracuse,10/29/22,,,No,,,,,,
560,9,Northwestern,Iowa,10/29/22,,,No,,,,,,
561,9,Rutgers,Minnesota,10/29/22,,,No,,,,,,
562,9,Illinois,Nebraska,10/29/22,,,No,,,,,,
563,9,Michigan State,Michigan,10/29/22,,,No,,,,,,
564,9,Ohio State,Penn State,10/29/22,,,No,,,,,,
565,9,New Mexico State,UMass,10/29/22,,,No,,,,,,
566,9,Georgia Tech,Florida State,10/29/22,,,No,,,,,,
567,9,Wake Forest,Louisville,10/29/22,,,No,,,,,,
568,9,Pittsburgh,North Carolina,10/29/22,,,No,,,,,,
569,9,Miami,Virginia,10/29/22,,,No,,,,,,
570,9,Colorado State,Boise State,10/29/22,,,No,,,,,,
571,9,San Diego State,Fresno State,10/29/22,,,No,,,,,,
572,9,South Florida,Houston,10/29/22,,,No,,,,,,
573,9,Cincinnati,UCF,10/29/22,,,No,,,,,,
574,9,SMU,Tulsa,10/29/22,,,No,,,,,,
575,9,Toledo,Eastern Michigan,10/29/22,,,No,,,,,,
576,9,Miami (OH),Akron,10/29/22,,,No,,,,,,
577,9,Robert Morris,Appalachian State,10/29/22,,,No,,,,,,
578,9,Old Dominion,Georgia State,10/29/22,,,No,,,,,,
579,9,Coastal Carolina,Marshall,10/29/22,,,No,,,,,,
580,9,South Alabama,Arkansas State,10/29/22,,,No,,,,,,
581,9,Boston College,UConn,10/29/22,12:00:00 PM,,No,,,,,,
582,9,Charlotte,Rice,10/29/22,02:00:00 PM,,No,,,,,,
583,9,Florida,Georgia,10/29/22,03:30:00 PM,,No,,,,,,
584,9,Temple,Navy,10/29/22,03:30:00 PM,,No,,,,,,
585,9,North Texas,Western Kentucky,10/29/22,03:30:00 PM,,No,,,,,,
586,9,UAB,Florida Atlantic,10/29/22,07:00:00 PM,,No,,,,,,
587,9,Middle Tennessee,UTEP,10/29/22,09:00:00 PM,,No,,,,,,
588,9,Nevada,San José State,10/29/22,10:30:00 PM,,No,,,,,,
589,9,Wyoming,Hawai'i,10/29/22,11:59:00 PM,,No,,,,,,
590,10,Ball State,Kent State,11/01/22,,,No,,,,,,
591,10,Buffalo,Ohio,11/01/22,,,No,,,,,,
592,10,Central Michigan,Northern Illinois,11/02/22,07:00:00 PM,,No,,,,,,
593,10,Western Michigan,Bowling Green,11/02/22,07:00:00 PM,,No,,,,,,
594,10,UTEP,Rice,11/03/22,07:00:00 PM,,No,,,,,,
595,10,Appalachian State,Coastal Carolina,11/03/22,07:30:00 PM,,No,,,,,,
596,10,UMass,UConn,11/04/22,07:00:00 PM,,No,,,,,,
597,10,Duke,Boston College,11/04/22,07:00:00 PM,,No,,,,,,
598,10,Oregon State,Washington,11/04/22,10:30:00 PM,,No,,,,,,
599,10,Liberty,Arkansas,11/05/22,,,No,,,,,,
600,10,Tennessee,Georgia,11/05/22,,,No,,,,,,
601,10,Alabama,LSU,11/05/22,,,No,,,,,,
602,10,Auburn,Mississippi State,11/05/22,,,No,,,,,,
603,10,Kentucky,Missouri,11/05/22,,,No,,,,,,
604,10,Florida,Texas A&M,11/05/22,,,No,,,,,,
605,10,South Carolina,Vanderbilt,11/05/22,,,No,,,,,,
606,10,Arizona,Utah,11/05/22,,,No,,,,,,
607,10,UCLA,Arizona State,11/05/22,,,No,,,,,,
608,10,California,USC,11/05/22,,,No,,,,,,
609,10,Oregon,Colorado,11/05/22,,,No,,,,,,
610,10,Washington State,Stanford,11/05/22,,,No,,,,,,
611,10,Baylor,Oklahoma,11/05/22,,,No,,,,,,
612,10,West Virginia,Iowa State,11/05/22,,,No,,,,,,
613,10,Oklahoma State,Kansas,11/05/22,,,No,,,,,,
614,10,Texas,Kansas State,11/05/22,,,No,,,,,,
615,10,Texas Tech,TCU,11/05/22,,,No,,,,,,
616,10,Michigan State,Illinois,11/05/22,,,No,,,,,,
617,10,Minnesota,Nebraska,11/05/22,,,No,,,,,,
618,10,Ohio State,Northwestern,11/05/22,,,No,,,,,,
619,10,Iowa,Purdue,11/05/22,,,No,,,,,,
620,10,Maryland,Wisconsin,11/05/22,,,No,,,,,,
621,10,Penn State,Indiana,11/05/22,,,No,,,,,,
622,10,Michigan,Rutgers,11/05/22,,,No,,,,,,
623,10,James Madison,Louisville,11/05/22,,,No,,,,,,
624,10,Florida State,Miami,11/05/22,,,No,,,,,,
625,10,Wake Forest,NC State,11/05/22,,,No,,,,,,
626,10,Syracuse,Pittsburgh,11/05/22,,,No,,,,,,
627,10,North Carolina,Virginia,11/05/22,,,No,,,,,,
628,10,Georgia Tech,Virginia Tech,11/05/22,,,No,,,,,,
629,10,BYU,Boise State,11/05/22,,,No,,,,,,
630,10,Colorado State,San José State,11/05/22,,,No,,,,,,
631,10,Hawai'i,Fresno State,11/05/22,,,No,,,,,,
632,10,South Florida,Temple,11/05/22,,,No,,,,,,
633,10,Tulane,Tulsa,11/05/22,,,No,,,,,,
634,10,Navy,Cincinnati,11/05/22,,,No,,,,,,
635,10,UCF,Memphis,11/05/22,,,No,,,,,,
636,10,Houston,SMU,11/05/22,,,No,,,,,,
637,10,Marshall,Old Dominion,11/05/22,,,No,,,,,,
638,10,Troy,Louisiana,11/05/22,,,No,,,,,,
639,10,Georgia State,Southern Miss,11/05/22,,,No,,,,,,
640,10,Air Force,Army,11/05/22,11:30:00 AM,,No,,,,,,
641,10,Western Kentucky,Charlotte,11/05/22,12:00:00 PM,,No,,,,,,
642,10,Middle Tennessee,Louisiana Tech,11/05/22,03:00:00 PM,,No,,,,,,
643,10,New Mexico,Utah State,11/05/22,03:30:00 PM,,No,,,,,,
644,10,UTSA,UAB,11/05/22,03:30:00 PM,,No,,,,,,
645,10,South Alabama,Georgia Southern,11/05/22,04:00:00 PM,,No,,,,,,
646,10,Florida International,North Texas,11/05/22,04:00:00 PM,,No,,,,,,
647,10,Texas State,UL Monroe,11/05/22,05:00:00 PM,,No,,,,,,
648,10,UNLV,San Diego State,11/05/22,07:00:00 PM,,No,,,,,,
649,10,Clemson,Notre Dame,11/05/22,07:30:00 PM,,No,,,,,,
650,11,Ball State,Toledo,11/08/22,,,No,,,,,,
651,11,Eastern Michigan,Akron,11/08/22,,,No,,,,,,
652,11,Ohio,Miami (OH),11/08/22,,,No,,,,,,
653,11,Northern Illinois,Western Michigan,11/09/22,07:00:00 PM,,No,,,,,,
654,11,Buffalo,Central Michigan,11/09/22,07:00:00 PM,,No,,,,,,
655,11,Kent State,Bowling Green,11/09/22,07:00:00 PM,,No,,,,,,
656,11,Tulsa,Memphis,11/10/22,07:30:00 PM,,No,,,,,,
657,11,Georgia Southern,Louisiana,11/10/22,07:30:00 PM,,No,,,,,,
658,11,East Carolina,Cincinnati,11/11/22,07:30:00 PM,,No,,,,,,
659,11,Colorado,USC,11/11/22,09:30:00 PM,,No,,,,,,
660,11,Fresno State,UNLV,11/11/22,10:30:00 PM,,No,,,,,,
661,11,LSU,Arkansas,11/12/22,,,No,,,,,,
662,11,Texas A&M,Auburn,11/12/22,,,No,,,,,,
663,11,South Carolina,Florida,11/12/22,,,No,,,,,,
664,11,Vanderbilt,Kentucky,11/12/22,,,No,,,,,,
665,11,Alabama,Ole Miss,11/12/22,,,No,,,,,,
666,11,Georgia,Mississippi State,11/12/22,,,No,,,,,,
667,11,Missouri,Tennessee,11/12/22,,,No,,,,,,
668,11,Arizona,UCLA,11/12/22,,,No,,,,,,
669,11,Arizona State,Washington State,11/12/22,,,No,,,,,,
670,11,California,Oregon State,11/12/22,,,No,,,,,,
671,11,Washington,Oregon,11/12/22,,,No,,,,,,
672,11,Stanford,Utah,11/12/22,,,No,,,,,,
673,11,Kansas State,Baylor,11/12/22,,,No,,,,,,
674,11,Iowa State,Oklahoma State,11/12/22,,,No,,,,,,
675,11,Kansas,Texas Tech,11/12/22,,,No,,,,,,
676,11,Oklahoma,West Virginia,11/12/22,,,No,,,,,,
677,11,TCU,Texas,11/12/22,,,No,,,,,,
678,11,Purdue,Illinois,11/12/22,,,No,,,,,,
679,11,Wisconsin,Iowa,11/12/22,,,No,,,,,,
680,11,Northwestern,Minnesota,11/12/22,,,No,,,,,,
681,11,Nebraska,Michigan,11/12/22,,,No,,,,,,
